State,AreaCurrentPercent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,MapDate
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-01-19
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-01-26
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-02-02
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-02-09
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-02-16
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-02-23
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-03-02
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-03-02
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-03-09
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-03-09
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-03-16
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-03-16
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-03-23
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-03-23
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-03-30
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-03-30
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-04-06
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-04-06
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-04-13
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-04-13
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-04-20
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-04-20
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-04-20
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-04-27
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-04-27
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-04-27
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-05-04
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-05-04
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-05-04
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-05-11
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-05-11
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-05-11
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-05-18
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-05-18
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-05-18
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-05-25
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-05-25
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-05-25
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-06-01
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-06-01
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-06-01
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-06-08
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-06-08
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-06-08
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-06-15
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-06-15
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-06-15
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-06-22
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-06-22
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-06-22
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-06-29
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-06-29
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-06-29
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-07-06
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-07-06
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-07-06
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-07-13
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-07-13
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-07-13
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-07-20
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-07-20
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-07-20
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-07-27
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-07-27
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-07-27
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-08-03
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-08-03
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-08-03
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-08-10
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-08-10
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-08-10
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-08-17
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-08-17
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-08-17
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-08-24
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-08-24
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-08-24
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-08-31
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-08-31
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-08-31
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-09-07
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-09-07
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-09-07
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-09-14
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-09-14
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-09-14
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-09-21
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-09-21
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-09-21
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-09-28
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-09-28
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-09-28
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-10-05
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-10-05
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-10-05
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-10-12
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-10-12
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-10-12
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-10-19
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-10-19
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-10-19
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-10-26
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-10-26
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-10-26
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-11-02
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-11-02
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-11-02
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-11-09
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-11-09
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-11-09
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-11-16
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-11-16
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-11-16
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-11-23
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-11-23
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-11-23
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-11-30
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-11-30
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-11-30
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-12-07
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-12-07
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-12-07
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-12-14
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-12-14
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-12-14
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-12-21
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-12-21
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,3,D2,San Bernardino County,"20,117.76",2021-12-21
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,1,D0,San Bernardino County,"20,117.76",2021-12-28
CA,100.00,"20,117.76","2,035,210.00",100.00,0.00,0.00,1,2,D1,San Bernardino County,"20,117.76",2021-12-28
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2020-12-29
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-01-05
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-01-12
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-01-19
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-01-26
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-02-02
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-02-09
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-02-16
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-02-23
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-03-02
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-03-09
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-03-16
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-03-23
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-03-30
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-04-06
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-04-13
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-04-20
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-04-27
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-05-04
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-05-11
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-05-11
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-05-18
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-05-18
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-05-25
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-05-25
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-06-01
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-06-01
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-06-08
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-06-08
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-06-15
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-06-15
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-06-22
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-06-22
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-06-29
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-06-29
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-07-06
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-07-06
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-07-13
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-07-13
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-07-20
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-07-20
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-07-27
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-07-27
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-08-03
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-08-03
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-08-10
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-08-10
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-08-17
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-08-17
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-08-24
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-08-24
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-08-31
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-08-31
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-09-07
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-09-07
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-09-14
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-09-14
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-09-21
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-09-21
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-09-28
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-09-28
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-10-05
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-10-05
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-10-12
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-10-12
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-10-19
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-10-19
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-10-26
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-10-26
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-11-02
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-11-02
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-11-09
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-11-09
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-11-16
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-11-16
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-11-23
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-11-23
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-11-30
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-11-30
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-12-07
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-12-07
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,1,D0,San Diego County,"4,257.33",2021-12-14
CA,100.00,"4,257.33","3,095,312.99",100.00,0.00,0.00,1,2,D1,San Diego County,"4,257.33",2021-12-14
